publication_year	author	title	publisher
1824	NA	Något öfwer ungdomens uppfostran, eller Hwarföre ernå många goda föräldrar så ringa glädje af sina barn? Ett bidrag till närwarande tidålders historia. Öfwersättning från tyskan. Linköping, 1824; Axel Petre	NA
1763	Askegren, Andreas (1717-1794)	Dissertatio operam præceptoris et discipuli græci breviter delineatura, quam, jussu ... Petri Filenii et consensu vener. consistorii Lincop. ad d. aprilis ann MDCCLXIII, in aud. gymnas. Lincop. superiori, pro græcæ lingvæ lectione, candidæ	NA
1748	Torpadius, Daniel Z (1712-1749)	Ad tenorem ord. s:æ r:æ m:tis scholast. =exergema= critico-historicum de scholis trivialibus, decernente ... Andrea Ol. Rhyzelio, et consentiente venerando consistorio, disputatione locali, pro rectoratu scholæ trivial. Sudercop. in	NA
1769	NA	Handlingar, rörande ett befordringsmål til en wid kongl. ammiralitets cadette-corpsen uti Carlscrona år 1766 ledig mathematisk lection. =(Rubr.)= (Linköping, tryckt hos Biörckegrens enka, 1769.	NA
1769	NA	Handlingar, som tydeligen wisa, at en, som ägt lagligit förordnande til lectors syslas bestridande och löns åtnjutande wid kongl. ammiralitets cadet-corpsen i Carlscrona, blifwit af högloflige kongl. ammiralitets-collegio derstädes afsatt	NA
1810	Knigge, Adolph Von (1752-1796)	Om omgänget med menniskor, af Adolph friherre Knigge. I tre delar. Efter sjunde förbättrade original-upplagan öfversättning af C.E. Rademine. Andra upplagan. =1-3. 1808- 10=. 8:o, [2-3:	NA
1799	Wagnitz, Heinrich Balthasar	Underwisning och tröst för sjuke och döende genom exempel; samlade och utgifne af H.B. Wagnitz ... Öfwersättning. Linköping 1799. Tryckte och uplagde af D.G. Björn, kongl. gymnasii boktryckare. =1-2. 1799.=	NA
1818	NA	En historisk berättelse om s:t Christopher den store. Linköping 1818; tryckt, i Petre och Abrahamssons tryckeri	NA
1822	NA	En historisk berättelse om s:t Christopher den store. Linköping 1822; i Petre och Abrahamssons boktryckeri	NA
1824	NA	En historisk berättelse om s:t Christopher den store. Linköping, 1824; tryckte i Petreska boktryckeriet	NA
1758	Fresenius, Johann Philipp (1705-1761)	Doct. Joh. Philip Fresenii Pastoral-samlingars XI. del 6. stycket, om en sig sjelf mördande menniskas omwändelse; på des sote-säng; öfwersatt ifrån tyskan alla swagsinta själar til warning underrättelse och tröst. Linköping, tryckt hos	NA
1817	NA	Handlingar, rörande återbesättandet af philosophiae theoretices lectionen vid Linköpings kongl. gymnasium år 1817. Linköping, 1817. Petre och Abrahamsson	NA
1820	Rådberg, Anders Fredrik (1789-1853)	Praktisk handbok för vexel- undervisnings-scholor./(Fredrik Rådberg.) Linköping, 1820; Petre och Abrahamsson	NA
1817	Wezel, Johann Carl (1747-1819)	Interessanta reflexioner öfver qvinnokönet, vänskapen och kärleken; tillika med herr Philip Peter Marks märkvärdiga ägtenskaps-historia, af honom sjelf författad. Öfversättning. =Anon.= Linköping 1817; Petre och Abrahamsson	NA
1828	NA	En öm faders önskningar och råd till sin dotter på hennes brölloppsdag. Öfwersatt, utwidgad och förbättrad af Fred. Louis Fågelberg. Linköping, 1828; Axel Petre	NA
1828	NA	Walda komplimenter, eller Anwisning att i sällskaper och lifwets wanliga förhållanden tala höfligt och paszande samt uppföra sig anständigt; innellållande [!] : lyckönskningar och korta tal wid barns födelse, christning och fadderskap	NA
1828	NA	Walda komplimenter, eller Anwisning att i sällskaper och lifwets wanliga förhållanden tala höfligt och paszande samt uppföra sig anständigt; innehållande: lyckönskningar och korta tal wid barns födelse, christning och fadderskap; wid	NA
1798	NA	A A.a.b.c. ... l. ll. ... s.ss.sz.s.tz. ... å.ä.ö. Je-sus. r.s.sz.tz.v. A.B.C. ... Å.Ä.Ö. a.b.c. ... å.ä.ö. N:o 1.2. ... 9.10. Sjelf-lju-dan-de bok-stäf-wer ä-ro 9. a.e. ... ä.ö. Med- lju-dan-de bok-stäf-wer ä-ro 19. b.c. ... x.z	Björn
1795	NA	A a.b.c. ... s.ss.s. ... x.y.z. s.w.&c.ct. A.B.C. ... X.Y.Z. Vocales. Diphtongi. a.e.i.o.u.y. æ..au.eu. Consonantes. b.c. ... x.z. Lincopiæ, D.G. Björn, 1795	NA
1807	Berger, Johannes	Läse-bok för barn. Innehållande moraliska berättelser, fabler och små valda mythologiska historier, tjenlige att, jemte ett nöjsamt tidsfördrif, gifva barn hog att läsa och lära. Utgifven af J. Berger. Med fina kopparstick. Linköping	NA
1821	NA	Walda stycken utur sedolärande berättelser, för menige man och lärobarn. Linköping; Petre och Abrahamsson. =1-2. 1821-22.=	NA
1822	NA	Walda stycken utur sedolärande berättelser, för menige man och lärobarn. Linköping; Petre och Abrahamsson. =1-2. 1821-22.=	NA
1819	Berger, Johannes	Läse-bok för barn. Innehållande moraliska berättelser, fabler och små valda mythologiska historier, tjenlige att, jemte ett nöjsamt tidsfördrif, gifva barn hog att läsa och lära. Utgifven af J. Berger. Andra uplagan. Med fina kopparstick	NA
1807	Schulze, Carl Ludvig	En gåfva till barn, som uppfostras för landtlefnaden. Af Carl Ludvig Schulze ... Fri öfversättning i sammandrag af Biberg. Linköping, Groth och Petre, 1807	NA
1792	Rydbäck, Eric (1732-1795)	=Plåcke-gods. Linköping. 1-2. 1792-94=	NA
1794	Rydbäck, Eric (1732-1795)	=Plåcke-gods. Linköping. 1-2. 1792-94=	NA
1788	NA	Qwinnokönets gyllende A.B.C.D. I anledning af ordspråks bokens 31 cap. ifrån den 10 til den 31 wersen, därest hwar wers begynnes efter bokstäfwernas ordning i det hebräiska alphabetet; til de dygdigas wälförtjenta beröm och upmuntring	NA
1790	NA	Saga, angående ett trållens gästabud. Tryckt uti boktryckeriet i Linköping 1790 efter tryckt exemplar. [F. Schonberg och Björckegrens änka.	NA
1821	NA	Julaftonen. Linköping, 1821; Petre och Abrahamszon	NA
1746	Columbus, Samuel (1642-1679)	Samuelis Columbi Rådrik, eller: Wägwisare til dygden; jämte någre thes epigrammata, vti lika många och lika dana werser på swenska öfwersatt med någre anmärckningar af M.J.S. Linköping, tryckt hos Gabriel Biörckegren år 1746	NA
1824	Feilitzen, Carl Fredrik Johan Von	Helmfrieds-skölden. =Anon=. Linköping, 1824; Axel Petre	NA
1825	Feilitzen, Carl Fredrik Johan Von	Hämnd-svärdet. Romantisk skalde-digt. =Anon=. Linköping, 1825; Axel Petre	NA
1801	Franzén, Frans Michael (1772-1847)	Ordens-visa för studenter. =Anon=. Linköping, i kongl. gymn. boktryckeriet, 1801	NA
1708	Lalin, Laurentius (1670-1716)	Hälsans högnödige betrachtande, desz flitige achtande, samt hälso-curens försichtige brukande, öfwerwägat och uti några enfaldige verser wälment sammanfattat utaf L. Lalin. Tryckt i Linkiöping åhr 1708. [E. Kempes änka.	NA
1753	Möller, Henrik	Et gammalt qwäde, som war i bruk den gyllene tid, då Lasse lefde; på samma ton, som: När jag vti skogen så wandrar å far å siunger tuszlullerilulla &c. =Anon=. Linköping, tryckt hos Gabriel Biörckegren, 1753	NA
1808	Sundelius, Hans Olof (1764-1821)	Landtwärns-sång, sjungen bland några patriotiska wänner, i Heda prästegård, wid Omberg d. 1 maji 1808, af Hans Olof Sundelius. Linköping, Groth och Petre, 1808	NA
1788	Sjöberg, Nils Lorents (1754-1822)	Atheisten, skalde-stycke. Förbättrad uplaga. =Anon.= Linköping, tryckt hos Fredrich Schonberg och Björckegrens enka, 1788	NA
1755	Rhyzelius, Andreas Olavi (1677-1761)	Gratia dia Dei, uti vera felicitatis & salutis caussa, rudi, simplice & præfestinato carmine epico, in anniversariâ diœceseos Lincopianæ synodo, coram quorumcunq'; virorum panegyri memoriter recitatô	NA
1763	Lund, Carl Fredrich (1716-1776)	Tal, hållit af borgmästaren herr Carl Fredrich Lund, på Linköpings rådhus, då han i syslan insattes, den 28 junii 1763. På borgerskapets åstundan tryckt. I Linköping, hos afl. Biörckegrens enka	NA
1742	Sundwall, Isaac (1716-1791)	Klage-rop öfwer then stormächtigsta, priswärdesta och högstsaliga drottningens drottning Ulrica Eleonoras, Sweriges, Göthes och Wendes drottnings etc. högstbedröfweliga frånfälle, som timade then 24 novembr. år 1741. På klagodagen then	NA
1743	Wennerdahl, Wilhelm Anders (1709-1753)	Öst-Giötha Helicons sorge-qwäde öfwer then stormächtigsta drottnings, glorwyrdigst i åminnelse, drottning Ulricæ Eleonoræ dödeliga frånfälle, vnderdånigst yttrad genom en parentation på kongl. gymnasium i Linköping d. 2. decemb. år 1742	NA
1743	Hesselius, Andreas (1714-1762)	Swea- och Götha-rikens vnderdånige fägne-ljud, hördt wid hans kongl. höghets, Sweriges rikes arf-furstes hertig Adolph Fredrichs högstönskelige intog, vti kongl. residence-staden Stockholm, then 14 octobris år 1743. Siunges som: Rest	NA
1743	Treutieger, Gustaf Peter (1718-1770)	Wid hans kongl. höghets af Swerige, hertigens och administratorens af Holsten, Adolph Friedrichs högstönskade höga ankomst hit til Linköping then 6 octobr. år 1743. Vpoffrades thetta vnderdånigste qwäde af Gustaf Peter Treutieger. Linköping	NA
1751	Rhyzelius, Andreas Olavi (1677-1761)	Glykypikron sviogothicum, hoc est sviogothorum, intra unum biduum, d. XXV & XXVI mart. M.DCC.LI, quô clementissimus, nunc desideratissimus, rex, Fridericus primus, beatissimè moriendo regnare desiit, rexq'ue augustissimus atque serenissimus	NA
1767	Lund, Carl Fredrich (1716-1776)	Tal, til underdånig wördnad och åminnelse, af kongl. maj:ts wår allernådigste konungs Adolph Friedrichs utkorande til efterträdare, på kongl. swenska thronen, den 23 junii 1743. Hållit på rådhus-rummet i Linköping, den 23 junii 1767	NA
1760	Jöransson, Hans (1738-1794)	Tankar, om handelens oskattbara förmån af friden, uti ett tal, på hans kongl. höghets, prins Friderik Adolphs, Svea rikes dyre arf-prins höga födelse-dag, den 18 julii 1760, förestäldt i stapelstaden Westerviks rådhus af Hans Jöransson	NA
1746	Ekman, Petrus (1708-1750)	Wimmerby-stads vnderdåniga fägnad och glädje, när Swea- och Götha-rikes arf-prints, then durchleuchtigste, prints Gustavs födelse, som skedt i Stockholm d. 13 jan. 1746, med solennité firades i Wimmerby d. 2 febr. sama år, vtropad på rådhuset therstädes af magr. Petr. Ekman ... men nu sedermera til trycket befordrad på Wimmerby borgerskaps begäran och med thes beskostnad, hos Gabriel Biörckegren i Linköping	NA
1746	Maurin, Eric Gudmundi (1711-1767)	Allmän fägnads-betygelse, öfwer Swea-hopp och dyra glädie-ämne, prints Gustavus, swears, giöthers och wenders, borne arf-fursta, som föddes på Stockholms slott then 13 januarii anno 1746; vti ett ringa och enfåldigt tahl med swänska	NA
1766	älf, Samuel (1727-1799)	Underdånigt tal, vid hans kongl. höghets, Svea och Götha rikes cronprins, prins Gustavs neder-resa och möte af dess utkårada dyra gemål, kongl. danska cronprinsessan, Sophia Magdalena, och uti dess egen höga närvaro hållet på gymnasium	NA
1772	Colling, Lars Johan (1714-1786)	Underdånigt fägne-ljud, wid hans kongl. maj:ts konung Gustaf den III:djes och hennes kongl. maj:ts, drottning Sophia Magdalenas höga krönings-ackt i kongl. residents staden Stockholm den 29 maji 1772./(Lars Colling den til synen olyckelige.	NA
1773	Miklin, Johan (1726-1787)	Ord, til musiquen, vid hans kongl. maj:ts vår allernådigse konungs, konung Gustav III:s högsthugneliga äriksgata och ankomst til Linköping den 30 aug. 1773./(Johan Miklin.) Tryckte i Linköping. [Biörckegrens änka.	NA
1773	Tiburtius, Tiburtz (1706-1787)	Underdånigt tal til hans kunglige majestet konung Gustaf III Sweriges, Gjöthes och Wendes konung &c. &c. arfwinge til Norrige &c. &c. hertig til Sleswig Hollstein &c. &c. &c. Då hans kungl. majestet reste sin äriksgata, hållit på prästerskapets	NA
1789	öhman, Andr	Tal, på kongl. majestäts höga födelse-dag, hållit å stadshuset i Norrköping, den 24 januarii 1789. AF A. Öhman. ... Tryckt i Linköping och desz boktryckerie 1789. [Fredrik Schonberg och Biörckegrens änka.	NA
1791	Maure, Marcus	Öfwersättning af den hebräiska lofsång, som afsöngs uti judiska synagogan på konungens födelse-dag, författad af Marcus Maure. =(Rubr.)= (Tryckt uti boktryckeriet i Linköping 1791, efter tryckt exempl. från Stockholm. [Fredrik Schonberg	NA
1792	NA	En redlig swensk bondes Hans Ersas klago-wisa, då han feck höra at den store konung Gustaf den 3:dje med döden bortgådt, genom det nidings-skott som loszades på honom af en swensk adelig undersåtare Jac. Joh. Ankarström, d. 16 mars 1792	NA
1796	Joëlsson, Nathanaël (1775-NA)	Tal, hållet uti judiska synagogan i Norrköping den 1 nov. MDCCXCVI. Af Nathan Joël, Dantziger. Linköping, D.G. Björn	NA
1788	Colling, Lars Johan (1714-1786)	Swea och göthers kämpa-sång, wid 1788 års fälttog. Underdånigst författad af L.C. Stockholm, tryckt hos J.C. Holmberg, år 1788, och omtryckt i Linköping samma år. [F. Schonberg och Biörckegrens änka.	NA
1790	Ingelberg, Henric	En grundelig och märkwärdig wisa, som handlar om swenska flottans uttog emot ryska magten, samt hwad sig tildrog under actionen den 17:de julius 1788, börjas således: En riksdag i Stockholm nu börjader är &c. Sjunges som: Ett tusend	NA
1789	NA	Trenne nya krigs-wisor, den första: Om segren wid Hogland, Hör nu här på du swenske &c. Sjunges som: Du som har land och konung &c. Den andra: Käre bröder, lät osz supa &c. Patriotiske skålar, gjorde in promtu wid tidningen om swenska	NA
1825	NA	Minnesord efter en 70-årig Bacchi ordensmurare, som ifrån sin femte Carlscronresa af döden befriades, i Norrköpings stadshäkte den 22 martii 1825. Linköping, 1825; tryckt i Petreska boktryckeriet	NA
1700	NA	En ny krigz wiisa, O! store himla Gud, tu &c. Kan siunges under then thon som O Gud O Gud så from &c. och Den ryska badstugun, tillred af hans mayestät wår allernådigste herre och konung kong. Carl den tolfte, åth många tusende ryszar	NA
1700	NA	Ein Lied an die nordische Helden, nach der Melodey: Mars läst ihm zur Taffel blasen, &c. Gedruckt im Jahr 1700	NA
1788	Leopold, Carl Gustaf Af (1756-1829)	Öfver segren vid Hogland den sjuttonde julii ettusend sjuhundradåttatioåtta. Af Carl Gustaf Leopoldt ... Linköping, tryckt hos Fredr. Schonberg och Biörckegrens enka 1788	NA
1788	Lidner, Bengt (1757-1793)	Ode til finske soldaten; af Lidner. Tryckt i Linköping hos Fred. Schonberg och Björckegrens enka 1788, efter tryckt exemplar från Stockholm	NA
1788	NA	Tanckar, lämpade til närwarande krig med Ryszland &c. Sjunges som: Hwar man må nu wäl glädja sig &c. Samt en wisa: Hwar redlig swänsk, som plit för kronan bär &c. Lämpad til samma krig och kan sjungas som Hessiska marchen. Tryckte i	NA
1789	NA	En redlig medborgares tankar, yttrade uti ett muntert och pålitligt sällskap, den 1 maji 1789. Sjunges som: Stundom sjöman för mig bäfwar &c. Tryckte i Linköping och desz boktryckerie, 1789. [F. Schonberg och Biörckegrens änka.	NA
1790	NA	Twänne enfaldige wisor wid närwarande krig. Den första: O store Gud! som werldens grundwal stiftat, &c. Författad af soldaten wid Nerike och Wermelands regemente Nils Fröman, under innewarande års fälttåg i Finland. Sjunges som: Hwad	NA
1752	Forsmark, Carl (1727-1789)	Enfalligt skalde-qwäde om Östergöthlands äldsta och nu största lärohus, i Linköping; samt om thes förra öden och nu warande tilstånd, hållit vti thes större gymnasiô, d. 5 maji år 1752, til afsked af Carolo Forsmark ... Linköping, tryckt	NA
1815	Silverstolpe, Gustaf Abraham (1772-1824)	Tal hållet vid rectors- ämbetets nedläggande i Norrköpings trivialschola den 13 september 1815. Af G.A. Silverstolpe. Linköping, 1815, Petre och Abrahamsson	NA
1754	Rhyzelius, Andreas Olavi (1677-1761)	Christianus precans, sive Preces fidelium, quà ortum, formam, necessitatem, finem efficaciam & cetera, perfunctioriè explicatæ simplici & festinatô carmine epico, quod, coram frequentissimâ cleri diœcesani aliorumq'ue, etjam illustrium	NA
1755	Rhyzelius, Andreas Olavi (1677-1761)	Mors hominis naturalis, qua ortum & effectum, nec non indicato obiter contra eam solatio, simpliciter delineata carmine epico, quô, memoriter & quidem =aproskoptos= recitatô, anniversariam cleri diœcesani synodum, die 16 septembris	NA
1758	Rhyzelius, Andreas Olavi (1677-1761)	Glykypikron sive Jubila & nubila resurrectionis catholicæ atque ultimæ, rudi & præfestinatô hexametro delineata, in anniversariâ cleri synodô die 19. sept. ann. 1758. memomiriter [!] recitante =A=uct=OR=e, anno suæ ætatis LXXXI. Lincopiæ	NA
1819	NA	Tal wid utdelningen af twänne offentliga belöningar i Ekeby kyrka, den 2 maji och 29 augusti 1819. Linköping, 1819. Petre och Abrahamsson	NA
1719	Törner, Johan Larsson (1672-1728)	Then fordom stormäktigste och allernådigste nu hos Gud högst salige, Swea monarchens och konungens konung Carl then XIItes äreminne med underdånig wördnad korteligen förestält i Linkiöpings gymnasio år 1719 den 13 martii af Joh. L. Törner. ... Linkiöping, tryckt af Peter Pilecan	NA
